Defect type,Project name,Anomaly ID,Anomaly Link,Blade,Blade model,Category,Rib,Side,"Distance to root, m",Image,Photo url,Custom Recommendation,Link to project,Turbine model,Lenght mm,service_hours,Blade lenght m,Service end date,Commissioning year,finalization_date,service_type,finalized_by,turbine_id
Lightning Damage,GEAU-4876,WTG 40 53197553@98508-28.1-4212,Anomaly in Portal,A@000101-PR65.4p-53,LM 77.4,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,28.1,https://storage.googleapis.com/aip_prod_bucket/93535a18-a6ed-49ce-a7ff-50a985a2b81c.jpg,https://storage.googleapis.com/aip_prod_bucket/93535a18-a6ed-49ce-a7ff-50a985a2b81c.jpg,,Link,5.3-158,0,null,77.4,"Feb 4, 2026",2021,"Feb 4, 2026",IIN,Kristine Tooma,31383
Lightning Damage,GEAU-4876,WTG 17 53197530@98441-40.18-3503,Anomaly in Portal,C@000020-PR.77.4P-32,LM 77.4,CATEGORY 2,TRAILING_EDGE,SUCTION_SIDE,40.18,https://storage.googleapis.com/aip_prod_bucket/cc56412a-578b-454e-b586-9945bff16e54.jpg,https://storage.googleapis.com/aip_prod_bucket/cc56412a-578b-454e-b586-9945bff16e54.jpg,Develops as a result of lightning strikes and lightning-induced arcs. The affected area could be more extensive than it appears from the outside. Burned areas are structurally defective.,Link,5.3-158,0,null,77.4,"Feb 4, 2026",2021,"Feb 4, 2026",IIN,Mārtiņš Tīmanis,31360
Lightning Damage,GEAU-4876,WTG 23 53197536@98457-33.77-1198,Anomaly in Portal,000069-pr65.4P-53,LM 77.4,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,33.77,https://storage.googleapis.com/aip_prod_bucket/181ed8c4-a851-40cf-89c9-07b1a50fd9e8.jpg,https://storage.googleapis.com/aip_prod_bucket/181ed8c4-a851-40cf-89c9-07b1a50fd9e8.jpg,Develops as a result of lightning strikes and lightning-induced arcs. The affected area could be more extensive than it appears from the outside. Burned areas are structurally defective.,Link,5.3-158,0,null,77.4,"Jan 30, 2026",2021,"Jan 30, 2026",IIN,Salvis Milts,31366
Lightning Damage,DTUS-4413,WTG IS-127@93825-31.42-5646,Anomaly in Portal,TPI-41281,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,31.42,https://storage.googleapis.com/aip_prod_bucket/0e067ab3-e792-4fcb-b999-ac2ec952bf66.png,https://storage.googleapis.com/aip_prod_bucket/0e067ab3-e792-4fcb-b999-ac2ec952bf66.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93825-33.86-6943,Anomaly in Portal,TPI-41281,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,33.86,https://storage.googleapis.com/aip_prod_bucket/33a9fa5f-adc0-48de-878a-859308ee60f6.png,https://storage.googleapis.com/aip_prod_bucket/33a9fa5f-adc0-48de-878a-859308ee60f6.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93826-39.31-9716,Anomaly in Portal,TPI-41279,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,39.31,https://storage.googleapis.com/aip_prod_bucket/48877c5c-45f3-4d9c-a709-2559eec71327.png,https://storage.googleapis.com/aip_prod_bucket/48877c5c-45f3-4d9c-a709-2559eec71327.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93826-27.48-6170,Anomaly in Portal,TPI-41279,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,27.48,https://storage.googleapis.com/aip_prod_bucket/79516be6-cc88-4bef-afb6-e76817219e25.png,https://storage.googleapis.com/aip_prod_bucket/79516be6-cc88-4bef-afb6-e76817219e25.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93827-29.48-6614,Anomaly in Portal,TPI-41132,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,29.48,https://storage.googleapis.com/aip_prod_bucket/32bdb3f9-330e-4a0b-b2d7-b87c98e26ab2.png,https://storage.googleapis.com/aip_prod_bucket/32bdb3f9-330e-4a0b-b2d7-b87c98e26ab2.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93827-34.52-3176,Anomaly in Portal,TPI-41132,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,34.52,https://storage.googleapis.com/aip_prod_bucket/89686562-7c21-471d-b182-4b1043b49df0.png,https://storage.googleapis.com/aip_prod_bucket/89686562-7c21-471d-b182-4b1043b49df0.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93827-27.1-9183,Anomaly in Portal,TPI-41132,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,27.1,https://storage.googleapis.com/aip_prod_bucket/dbc9ee18-1668-4807-b556-60a562bc9ca2.png,https://storage.googleapis.com/aip_prod_bucket/dbc9ee18-1668-4807-b556-60a562bc9ca2.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93826-32.24-1794,Anomaly in Portal,TPI-41279,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,32.24,https://storage.googleapis.com/aip_prod_bucket/033b9361-abf9-4c28-b9cd-a2f515e6a30e.png,https://storage.googleapis.com/aip_prod_bucket/033b9361-abf9-4c28-b9cd-a2f515e6a30e.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93825-29.3-4296,Anomaly in Portal,TPI-41281,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,29.3,https://storage.googleapis.com/aip_prod_bucket/a1948e56-7339-4daa-9aef-b0501661b612.png,https://storage.googleapis.com/aip_prod_bucket/a1948e56-7339-4daa-9aef-b0501661b612.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93826-37.75-6643,Anomaly in Portal,TPI-41279,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,37.75,https://storage.googleapis.com/aip_prod_bucket/11f1a2e8-c82e-4108-a333-764143112d95.png,https://storage.googleapis.com/aip_prod_bucket/11f1a2e8-c82e-4108-a333-764143112d95.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,DTUS-4413,WTG IS-127@93826-32.97-9783,Anomaly in Portal,TPI-41279,GE 62.2,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,32.97,https://storage.googleapis.com/aip_prod_bucket/e3d64876-02f0-4cd2-b4b0-c30c9b35f6f5.png,https://storage.googleapis.com/aip_prod_bucket/e3d64876-02f0-4cd2-b4b0-c30c9b35f6f5.png,null,Link,2.0-127,null,null,62.2,"Jan 29, 2026",2020,"Jan 29, 2026",IIN,Dzintra Vingre,29822
Lightning Damage,GEAU-4876,WTG 32 53197545@98484-46.3-3642,Anomaly in Portal,A@000062-PR65.4p-53,LM 77.4,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,46.3,https://storage.googleapis.com/aip_prod_bucket/bba5e460-58b1-4d1b-8806-e40d1747781f.jpg,https://storage.googleapis.com/aip_prod_bucket/bba5e460-58b1-4d1b-8806-e40d1747781f.jpg,,Link,5.3-158,0,null,77.4,"Jan 28, 2026",2021,"Jan 28, 2026",IIN,Vineta Koftina,31375
Lightning Damage,GEAU-4876,WTG 32 53197545@98486-36.1-8477,Anomaly in Portal,C@000068-PR65.4p-53,LM 77.4,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,36.1,https://storage.googleapis.com/aip_prod_bucket/f883979e-0260-4d1c-90c7-e869796ba2b1.jpg,https://storage.googleapis.com/aip_prod_bucket/f883979e-0260-4d1c-90c7-e869796ba2b1.jpg,,Link,5.3-158,0,null,77.4,"Jan 28, 2026",2021,"Jan 28, 2026",IIN,Vineta Koftina,31375
Lightning Damage,GEAU-4876,WTG 34 53197547@98491-18.6-5141,Anomaly in Portal,B@000064-PR65.4p-53,LM 77.4,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,18.6,https://storage.googleapis.com/aip_prod_bucket/700bba8b-9c74-46f2-9711-4713b494fea0.jpg,https://storage.googleapis.com/aip_prod_bucket/700bba8b-9c74-46f2-9711-4713b494fea0.jpg,,Link,5.3-158,0,null,77.4,"Jan 26, 2026",2021,"Jan 26, 2026",IIN,Alise Miķelsone,31377
Lightning Damage,GEAU-4876,WTG 34 53197547@98490-38.8-8012,Anomaly in Portal,A@000037-PR65.4p-53,LM 77.4,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,38.8,https://storage.googleapis.com/aip_prod_bucket/9ead734c-bfda-4ef2-bdd4-c44ed30d88fb.jpg,https://storage.googleapis.com/aip_prod_bucket/9ead734c-bfda-4ef2-bdd4-c44ed30d88fb.jpg,,Link,5.3-158,0,null,77.4,"Jan 26, 2026",2021,"Jan 26, 2026",IIN,Alise Miķelsone,31377
Lightning Damage,GETR-4760,WTG T19 53197375@41210-3.3-4086,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 4,LEADING_EDGE,SUCTION_SIDE,3.3,https://storage.googleapis.com/aip_prod_bucket/0ee35b5c-4df4-40c0-9d95-66f0122b4419.jpg,https://storage.googleapis.com/aip_prod_bucket/0ee35b5c-4df4-40c0-9d95-66f0122b4419.jpg,"Caused by a lightning strike, the LPS might not be working properly. Blade engineers should be contacted about the following actions due to the complexity of the repair. In case of delaying repair, the next internal inspection should be done within 3 months.",Link,5.5-158,109,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GETR-4760,WTG T19 53197375@41210-3.3-4086,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 4,LEADING_EDGE,SUCTION_SIDE,3.3,https://storage.googleapis.com/aip_prod_bucket/caa2e037-a07e-43e2-9127-d88d4151d3a2.jpg,https://storage.googleapis.com/aip_prod_bucket/caa2e037-a07e-43e2-9127-d88d4151d3a2.jpg,"Caused by a lightning strike, the LPS might not be working properly. Blade engineers should be contacted about the following actions due to the complexity of the repair. In case of delaying repair, the next internal inspection should be done within 3 months.",Link,5.5-158,109,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GETR-4760,WTG T19 53197375@41210-3.3-4086,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 4,LEADING_EDGE,SUCTION_SIDE,3.3,https://storage.googleapis.com/aip_prod_bucket/0b0a2d14-04bd-440b-99ab-7466bf9b2c06.jpg,https://storage.googleapis.com/aip_prod_bucket/0b0a2d14-04bd-440b-99ab-7466bf9b2c06.jpg,"Caused by a lightning strike, the LPS might not be working properly. Blade engineers should be contacted about the following actions due to the complexity of the repair. In case of delaying repair, the next internal inspection should be done within 3 months.",Link,5.5-158,109,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GETR-4760,WTG T19 53197375@41210-3.3-4086,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 4,LEADING_EDGE,SUCTION_SIDE,3.3,https://storage.googleapis.com/aip_prod_bucket/46b1bc29-432e-43fc-bbab-cff0fefaf8b6.jpg,https://storage.googleapis.com/aip_prod_bucket/46b1bc29-432e-43fc-bbab-cff0fefaf8b6.jpg,"Caused by a lightning strike, the LPS might not be working properly. Blade engineers should be contacted about the following actions due to the complexity of the repair. In case of delaying repair, the next internal inspection should be done within 3 months.",Link,5.5-158,109,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GETR-4760,WTG T19 53197375@41210-3.4-5046,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 4,MID_1,SUCTION_SIDE,3.4,https://storage.googleapis.com/aip_prod_bucket/64059773-e99d-4c5d-a330-37b7838cd021.jpg,https://storage.googleapis.com/aip_prod_bucket/64059773-e99d-4c5d-a330-37b7838cd021.jpg,"Caused by a lightning strike, the LPS might not be working properly. Blade engineers should be contacted about the following actions due to the spar cap being affected and the complexity of the repair. In case of delaying repair, the next internal inspection should be done within 3 months.",Link,5.5-158,370,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GETR-4760,WTG T19 53197375@41210-3.4-5046,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 4,MID_1,SUCTION_SIDE,3.4,https://storage.googleapis.com/aip_prod_bucket/3e2a56e4-8cbc-485c-9ef1-023550924276.jpg,https://storage.googleapis.com/aip_prod_bucket/3e2a56e4-8cbc-485c-9ef1-023550924276.jpg,"Caused by a lightning strike, the LPS might not be working properly. Blade engineers should be contacted about the following actions due to the spar cap being affected and the complexity of the repair. In case of delaying repair, the next internal inspection should be done within 3 months.",Link,5.5-158,370,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GETR-4760,WTG T19 53197375@41210-3.4-5046,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 4,MID_1,SUCTION_SIDE,3.4,https://storage.googleapis.com/aip_prod_bucket/fb541b49-a93b-45e6-b6a2-7943adc85fde.jpg,https://storage.googleapis.com/aip_prod_bucket/fb541b49-a93b-45e6-b6a2-7943adc85fde.jpg,"Caused by a lightning strike, the LPS might not be working properly. Blade engineers should be contacted about the following actions due to the spar cap being affected and the complexity of the repair. In case of delaying repair, the next internal inspection should be done within 3 months.",Link,5.5-158,370,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GETR-4760,WTG T19 53197375@41210-2-2230,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,2,https://storage.googleapis.com/aip_prod_bucket/ad16e0f9-9d58-4486-a1c2-8ed5c36b92fd.jpg,https://storage.googleapis.com/aip_prod_bucket/ad16e0f9-9d58-4486-a1c2-8ed5c36b92fd.jpg,,Link,5.5-158,0,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GEAU-4876,WTG 34 53197547@98490-41.6-9626,Anomaly in Portal,A@000037-PR65.4p-53,LM 77.4,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,41.6,https://storage.googleapis.com/aip_prod_bucket/60262998-af9b-4986-aa4e-f7a0c6ff7638.jpg,https://storage.googleapis.com/aip_prod_bucket/60262998-af9b-4986-aa4e-f7a0c6ff7638.jpg,,Link,5.3-158,0,null,77.4,"Jan 26, 2026",2021,"Jan 26, 2026",IIN,Alise Miķelsone,31377
Lightning Damage,GETR-4760,WTG T19 53197375@41210-3.4-5046,Anomaly in Portal,A@000081-R-65.4P5-25,LM 77.4P5,CATEGORY 4,MID_1,SUCTION_SIDE,3.4,https://storage.googleapis.com/aip_prod_bucket/18f258c4-2163-4411-a0b1-5000ad9c6085.jpg,https://storage.googleapis.com/aip_prod_bucket/18f258c4-2163-4411-a0b1-5000ad9c6085.jpg,"Caused by a lightning strike, the LPS might not be working properly. Blade engineers should be contacted about the following actions due to the spar cap being affected and the complexity of the repair. In case of delaying repair, the next internal inspection should be done within 3 months.",Link,5.5-158,370,null,77.4,"Jan 26, 2026",2022,"Jan 26, 2026",IIN,Kristine Tooma,9150
Lightning Damage,GEAU-4876,WTG 36 53197549@98496-47.4-3063,Anomaly in Portal,000103-PR65.4p-53,LM 77.4,CATEGORY 2,TRAILING_EDGE,PRESSURE_SIDE,47.4,https://storage.googleapis.com/aip_prod_bucket/73c8281e-6a52-4940-9d61-ae0cefa9e916.jpg,https://storage.googleapis.com/aip_prod_bucket/73c8281e-6a52-4940-9d61-ae0cefa9e916.jpg,Develops as a result of lightning strikes and lightning-induced arcs. The affected area could be more extensive than it appears from the outside. Burned areas are structurally defective.,Link,5.3-158,0,null,77.4,"Jan 22, 2026",2021,"Jan 22, 2026",IIN,Kunj Dave,31379
Lightning Damage,GEAU-4876,WTG 36 53197549@98496-43.3-6671,Anomaly in Portal,000103-PR65.4p-53,LM 77.4,CATEGORY 2,TRAILING_EDGE,PRESSURE_SIDE,43.3,https://storage.googleapis.com/aip_prod_bucket/6f2f7a71-697e-4287-9d0e-0db0f563d932.jpg,https://storage.googleapis.com/aip_prod_bucket/6f2f7a71-697e-4287-9d0e-0db0f563d932.jpg,Develops as a result of lightning strikes and lightning-induced arcs. The affected area could be more extensive than it appears from the outside. Burned areas are structurally defective.,Link,5.3-158,0,null,77.4,"Jan 22, 2026",2021,"Jan 22, 2026",IIN,Kunj Dave,31379
Lightning Damage,GETR-4760,WTG T15 53197352@29669-43.62-7307,Anomaly in Portal,A@000501-PR-65.4P5-25,LM 77.4P5,CATEGORY 2,MID_1,SUCTION_SIDE,43.62,https://storage.googleapis.com/aip_prod_bucket/4631129f-85c0-4db2-8c1f-ae386d474183.jpg,https://storage.googleapis.com/aip_prod_bucket/4631129f-85c0-4db2-8c1f-ae386d474183.jpg,Develops as a result of lightning strikes and lightning-induced arcs. The affected area could be more extensive than it appears from the outside. Burned areas are structurally defective.,Link,5.5-158,73,null,77.4,"Jan 2, 2026",2022,"Jan 2, 2026",IIN,Aleksandrs Kapičs,9146
Lightning Damage,GETR-4760,WTG T15 53197352@29669-43.62-7307,Anomaly in Portal,A@000501-PR-65.4P5-25,LM 77.4P5,CATEGORY 2,MID_1,SUCTION_SIDE,43.62,https://storage.googleapis.com/aip_prod_bucket/1bcae729-61e2-4a51-ac08-6b0272b84069.png,https://storage.googleapis.com/aip_prod_bucket/1bcae729-61e2-4a51-ac08-6b0272b84069.png,Develops as a result of lightning strikes and lightning-induced arcs. The affected area could be more extensive than it appears from the outside. Burned areas are structurally defective.,Link,5.5-158,73,null,77.4,"Jan 2, 2026",2022,"Jan 2, 2026",IIN,Aleksandrs Kapičs,9146
Lightning Damage,GEUS-3739,WTG 4_46_S@64508-32.14-5823,Anomaly in Portal,TPI-60456,TPI 75.7,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,32.14,https://storage.googleapis.com/aip_prod_bucket/f8be0bf5-d7e6-4fb3-bc9a-6bce948810fe.png,https://storage.googleapis.com/aip_prod_bucket/f8be0bf5-d7e6-4fb3-bc9a-6bce948810fe.png,Develops as a result of lightning strikes and lightning-induced arcs. The affected area could be more extensive than it appears from the outside. Burned areas are structurally defective.,Link,3.8-154,0,null,75.7,"Dec 21, 2025",2025,"Dec 21, 2025",IIN,Aleksandrs Kapičs,20035
Lightning Damage,GETR-4760,WTG T12 53197350@38532-43.2-5320,Anomaly in Portal,000017-R-65.4P5-25,LM 77.4P5,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,43.2,https://storage.googleapis.com/aip_prod_bucket/6a395e6f-e86b-4029-8502-fb088e05fe81.jpg,https://storage.googleapis.com/aip_prod_bucket/6a395e6f-e86b-4029-8502-fb088e05fe81.jpg,Develops as a result of lightning strikes and lightning-induced arcs. The affected area could be more extensive than it appears from the outside. Burned areas are structurally defective.,Link,5.5-158,0,null,77.4,"Dec 19, 2025",2022,"Dec 19, 2025",IIN,Kunj Dave,9143
Lightning Damage,GETR-4760,WTG T05 53197366@3536-44.85-3311,Anomaly in Portal,A@000047-R-65.4P5-25,LM 77.4P5,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,44.85,https://storage.googleapis.com/aip_prod_bucket/6bea60a0-5861-48be-a1ff-e8018aa2bbbd.png,https://storage.googleapis.com/aip_prod_bucket/6bea60a0-5861-48be-a1ff-e8018aa2bbbd.png,,Link,5.5-158,0,null,77.4,"Dec 19, 2025",2022,"Dec 19, 2025",IIN,Dagnija Grēve,9136
