Defect type,Project name,Anomaly ID,Anomaly Link,Blade,Blade model,Category,Rib,Side,"Distance to root, m",Image,Photo url,Custom Recommendation,Link to project,Turbine model,Lenght mm,service_hours,Blade lenght m,Service end date,Commissioning year,finalization_date,service_type,finalized_by,turbine_id
Delamination,GEUS-3739,WTG A_168_S@68978-35.93-2572,Anomaly in Portal,TPI-60710,TPI 75.7,CATEGORY 3,LEADING_EDGE,PRESSURE_SIDE,35.93,https://storage.googleapis.com/aip_prod_bucket/48a3c11a-78ed-4b5c-96e3-f27bd00b149c.jpg,https://storage.googleapis.com/aip_prod_bucket/48a3c11a-78ed-4b5c-96e3-f27bd00b149c.jpg,"Develops as a result of transportation, fatigue loads, impact damage, lightning strikes or faults in production. The affected area is structurally defective. Creates favorable conditions for the formation of cracks.",Link,3.8-154,265,null,75.7,"Feb 28, 2026",2025,"Feb 28, 2026",IIN,Lili Berrios,21532
Delamination,GEUS-3739,WTG A_168_S@68978-35.93-2572,Anomaly in Portal,TPI-60710,TPI 75.7,CATEGORY 3,LEADING_EDGE,PRESSURE_SIDE,35.93,https://storage.googleapis.com/aip_prod_bucket/780e252f-e516-4bcd-825a-22badd555123.jpg,https://storage.googleapis.com/aip_prod_bucket/780e252f-e516-4bcd-825a-22badd555123.jpg,"Develops as a result of transportation, fatigue loads, impact damage, lightning strikes or faults in production. The affected area is structurally defective. Creates favorable conditions for the formation of cracks.",Link,3.8-154,265,null,75.7,"Feb 28, 2026",2025,"Feb 28, 2026",IIN,Lili Berrios,21532
Delamination,GEAU-4833,WTG B051@79948-24.1-2979,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,24.1,https://storage.googleapis.com/aip_prod_bucket/67014cb9-0c31-4531-88b3-664a01b2a39f.jpg,https://storage.googleapis.com/aip_prod_bucket/67014cb9-0c31-4531-88b3-664a01b2a39f.jpg,,Link,5.5-158,3000,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-40.2-3989,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,40.2,https://storage.googleapis.com/aip_prod_bucket/c8a00686-8a4f-4047-a0cb-2989a743aee0.jpg,https://storage.googleapis.com/aip_prod_bucket/c8a00686-8a4f-4047-a0cb-2989a743aee0.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-19.6-9649,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,19.6,https://storage.googleapis.com/aip_prod_bucket/f0e1eec9-1648-46a7-8c32-b5d5d326c495.jpg,https://storage.googleapis.com/aip_prod_bucket/f0e1eec9-1648-46a7-8c32-b5d5d326c495.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-40.2-3989,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,40.2,https://storage.googleapis.com/aip_prod_bucket/c2707186-4c69-4c7d-a1f0-81fcfa85c95e.jpg,https://storage.googleapis.com/aip_prod_bucket/c2707186-4c69-4c7d-a1f0-81fcfa85c95e.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-23.5-3976,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,SUCTION_SIDE,23.5,https://storage.googleapis.com/aip_prod_bucket/b15820a6-b6e5-478d-8186-88300a3e884b.jpg,https://storage.googleapis.com/aip_prod_bucket/b15820a6-b6e5-478d-8186-88300a3e884b.jpg,,Link,5.5-158,80,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-24.9-1458,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,24.9,https://storage.googleapis.com/aip_prod_bucket/2b810518-be77-4d23-b45c-1d25e80d583a.jpg,https://storage.googleapis.com/aip_prod_bucket/2b810518-be77-4d23-b45c-1d25e80d583a.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-12.7-7381,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,TRAILING_EDGE,SUCTION_SIDE,12.7,https://storage.googleapis.com/aip_prod_bucket/62460cf2-84e7-4f03-aa23-329939f46805.jpg,https://storage.googleapis.com/aip_prod_bucket/62460cf2-84e7-4f03-aa23-329939f46805.jpg,,Link,5.5-158,220,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-24.9-1458,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,24.9,https://storage.googleapis.com/aip_prod_bucket/bc89acf3-7241-4ca3-9c41-8e03cae2c14e.jpg,https://storage.googleapis.com/aip_prod_bucket/bc89acf3-7241-4ca3-9c41-8e03cae2c14e.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-24.1-2979,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,24.1,https://storage.googleapis.com/aip_prod_bucket/04e28ec7-12ee-4118-85de-3ee08e2e1e9c.jpg,https://storage.googleapis.com/aip_prod_bucket/04e28ec7-12ee-4118-85de-3ee08e2e1e9c.jpg,,Link,5.5-158,3000,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-23.5-3976,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,SUCTION_SIDE,23.5,https://storage.googleapis.com/aip_prod_bucket/5561b810-3120-4047-98a0-1fe926c4e2bb.jpg,https://storage.googleapis.com/aip_prod_bucket/5561b810-3120-4047-98a0-1fe926c4e2bb.jpg,,Link,5.5-158,80,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-26.8-9711,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,26.8,https://storage.googleapis.com/aip_prod_bucket/1ea97313-e286-462d-b948-1390a725d4d9.jpg,https://storage.googleapis.com/aip_prod_bucket/1ea97313-e286-462d-b948-1390a725d4d9.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-13.9-2222,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,13.9,https://storage.googleapis.com/aip_prod_bucket/6761f0b1-2a2c-4a35-a5e6-0960b563914d.jpg,https://storage.googleapis.com/aip_prod_bucket/6761f0b1-2a2c-4a35-a5e6-0960b563914d.jpg,,Link,5.5-158,35,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-14.2-9564,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,SUCTION_SIDE,14.2,https://storage.googleapis.com/aip_prod_bucket/51fc81e5-2672-4b99-b220-24c6bca0d8a2.jpg,https://storage.googleapis.com/aip_prod_bucket/51fc81e5-2672-4b99-b220-24c6bca0d8a2.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-18.7-3138,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,TRAILING_EDGE,SUCTION_SIDE,18.7,https://storage.googleapis.com/aip_prod_bucket/9a1626cb-bdb7-4679-929c-b11c3f68c6ef.jpg,https://storage.googleapis.com/aip_prod_bucket/9a1626cb-bdb7-4679-929c-b11c3f68c6ef.jpg,,Link,5.5-158,20,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEUS-4258,WTG T-30@76854-43.7-8407,Anomaly in Portal,000100-PR65.4-2P-23,77.4-2P,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,43.7,https://storage.googleapis.com/aip_prod_bucket/621d65dc-5400-408f-b07b-83bb464f415a.jpg,https://storage.googleapis.com/aip_prod_bucket/621d65dc-5400-408f-b07b-83bb464f415a.jpg,"Develops as a result of transportation, fatigue loads, impact damage, lightning strikes or faults in production. The affected area is structurally defective. Creates favorable conditions for the formation of cracks.",Link,6.1-158,44,null,77.4,"Feb 26, 2026",2025,"Feb 26, 2026",IIN,Salvis Milts,24160
Delamination,GEAU-4833,WTG B051@79950-31.4-6040,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,31.4,https://storage.googleapis.com/aip_prod_bucket/b7217c18-afeb-42b6-856b-b490a8876597.jpg,https://storage.googleapis.com/aip_prod_bucket/b7217c18-afeb-42b6-856b-b490a8876597.jpg,,Link,5.5-158,25,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-18.1-6381,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,18.1,https://storage.googleapis.com/aip_prod_bucket/e9303740-84e3-41d6-8ad4-0fa88196ebf3.jpg,https://storage.googleapis.com/aip_prod_bucket/e9303740-84e3-41d6-8ad4-0fa88196ebf3.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-25.3-9027,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,25.3,https://storage.googleapis.com/aip_prod_bucket/8e4168a6-fb45-4900-8f2a-1d196943cd4d.jpg,https://storage.googleapis.com/aip_prod_bucket/8e4168a6-fb45-4900-8f2a-1d196943cd4d.jpg,,Link,5.5-158,60,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-28.4-4049,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,28.4,https://storage.googleapis.com/aip_prod_bucket/b8f31408-a2fd-4bb9-8a83-6a0a8cd50a0a.jpg,https://storage.googleapis.com/aip_prod_bucket/b8f31408-a2fd-4bb9-8a83-6a0a8cd50a0a.jpg,,Link,5.5-158,50,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-28.4-4049,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,28.4,https://storage.googleapis.com/aip_prod_bucket/f9e832bf-7c48-4538-bbdc-e2f2d0ba0976.jpg,https://storage.googleapis.com/aip_prod_bucket/f9e832bf-7c48-4538-bbdc-e2f2d0ba0976.jpg,,Link,5.5-158,50,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-24.6-3439,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,24.6,https://storage.googleapis.com/aip_prod_bucket/978bb1e6-a5e4-40b5-8bf6-e837d2e32063.jpg,https://storage.googleapis.com/aip_prod_bucket/978bb1e6-a5e4-40b5-8bf6-e837d2e32063.jpg,,Link,5.5-158,60,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-12.7-7381,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,TRAILING_EDGE,SUCTION_SIDE,12.7,https://storage.googleapis.com/aip_prod_bucket/77af23a5-484c-4e21-a84c-2baa5c910569.jpg,https://storage.googleapis.com/aip_prod_bucket/77af23a5-484c-4e21-a84c-2baa5c910569.jpg,,Link,5.5-158,220,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-24.1-2979,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,24.1,https://storage.googleapis.com/aip_prod_bucket/5d98c7dd-9a63-4a11-a250-295577103e36.jpg,https://storage.googleapis.com/aip_prod_bucket/5d98c7dd-9a63-4a11-a250-295577103e36.jpg,,Link,5.5-158,3000,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-31.4-6040,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,31.4,https://storage.googleapis.com/aip_prod_bucket/aea4f333-806d-4512-abc6-cee8d5b8f3dc.jpg,https://storage.googleapis.com/aip_prod_bucket/aea4f333-806d-4512-abc6-cee8d5b8f3dc.jpg,,Link,5.5-158,25,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-24.1-2979,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,PRESSURE_SIDE,24.1,https://storage.googleapis.com/aip_prod_bucket/f7593649-4b99-4bce-b220-89593a7598ef.jpg,https://storage.googleapis.com/aip_prod_bucket/f7593649-4b99-4bce-b220-89593a7598ef.jpg,,Link,5.5-158,3000,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-24-5552,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,SUCTION_SIDE,24,https://storage.googleapis.com/aip_prod_bucket/5497d84f-02a2-47eb-a56d-d530126c0cc1.jpg,https://storage.googleapis.com/aip_prod_bucket/5497d84f-02a2-47eb-a56d-d530126c0cc1.jpg,,Link,5.5-158,20,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-24-5552,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,SUCTION_SIDE,24,https://storage.googleapis.com/aip_prod_bucket/718f72b1-d382-49a8-97f7-9444032353af.jpg,https://storage.googleapis.com/aip_prod_bucket/718f72b1-d382-49a8-97f7-9444032353af.jpg,,Link,5.5-158,20,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-26.8-9711,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,26.8,https://storage.googleapis.com/aip_prod_bucket/a00de540-e5dc-4502-8f1e-4c019a79ddca.jpg,https://storage.googleapis.com/aip_prod_bucket/a00de540-e5dc-4502-8f1e-4c019a79ddca.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-19.6-9649,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,19.6,https://storage.googleapis.com/aip_prod_bucket/1f70d446-580c-4884-9ab4-7d182ab59463.jpg,https://storage.googleapis.com/aip_prod_bucket/1f70d446-580c-4884-9ab4-7d182ab59463.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-16.3-9520,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,SUCTION_SIDE,16.3,https://storage.googleapis.com/aip_prod_bucket/bc8454d1-b0b0-42ee-a380-5fd9b117ae84.jpg,https://storage.googleapis.com/aip_prod_bucket/bc8454d1-b0b0-42ee-a380-5fd9b117ae84.jpg,,Link,5.5-158,20,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-16.3-9520,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,SUCTION_SIDE,16.3,https://storage.googleapis.com/aip_prod_bucket/824c9fe1-48e7-4133-b203-3c7337986076.jpg,https://storage.googleapis.com/aip_prod_bucket/824c9fe1-48e7-4133-b203-3c7337986076.jpg,,Link,5.5-158,20,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79949-24.6-3439,Anomaly in Portal,000509-PR65.4p3-53,LM 77.4P3,CATEGORY 2,LEADING_EDGE,SUCTION_SIDE,24.6,https://storage.googleapis.com/aip_prod_bucket/9cbcc413-2cd5-4c2b-a757-2d02bdceb1ff.jpg,https://storage.googleapis.com/aip_prod_bucket/9cbcc413-2cd5-4c2b-a757-2d02bdceb1ff.jpg,,Link,5.5-158,60,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79948-19.2-1200,Anomaly in Portal,000512-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,SUCTION_SIDE,19.2,https://storage.googleapis.com/aip_prod_bucket/e640974d-32a4-4c4d-9b49-2b42384d71f8.jpg,https://storage.googleapis.com/aip_prod_bucket/e640974d-32a4-4c4d-9b49-2b42384d71f8.jpg,,Link,5.5-158,20,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-18.1-6381,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,18.1,https://storage.googleapis.com/aip_prod_bucket/f55a5e54-ff27-4e7a-88ea-564dcd431671.jpg,https://storage.googleapis.com/aip_prod_bucket/f55a5e54-ff27-4e7a-88ea-564dcd431671.jpg,,Link,5.5-158,40,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
Delamination,GEAU-4833,WTG B051@79950-13.9-2222,Anomaly in Portal,000511-PR65.4p3-53,LM 77.4P3,CATEGORY 2,MID_1,PRESSURE_SIDE,13.9,https://storage.googleapis.com/aip_prod_bucket/1243892f-1985-4ef3-8078-21d21d34f4ab.jpg,https://storage.googleapis.com/aip_prod_bucket/1243892f-1985-4ef3-8078-21d21d34f4ab.jpg,,Link,5.5-158,35,null,77.4,"Feb 26, 2026",2023,"Feb 26, 2026",IIN,Maksims Jevsejevs,25192
